market,stock_code,corp_name,fiscal_year,eval_year,firm_size_group,industry_macro_category,listed_year,current_ratio,cash_ratio,assets_total,equity_ratio,debt_ratio,total_borrowings_ratio,capital_impairment_ratio,net_margin,gross_profit,interest_coverage_ratio,pretax_roa,operating_roa,pretax_roe,ocf_to_total_liabilities,ocf_to_total_borrowings,ocf_to_sales,cashflow_coverage_ratio,accruals_ratio,depreciation,intangible_assets_ratio,total_debt_turnover,dividend_payer,market_to_book,spec_spread,short_term_borrowings_share,total_assets_growth,net_margin_diff,is_2y_consecutive_ocf_deficit,icr_under_1,is_2y_consecutive_operating_loss,market_KOSDAQ,market_KOSPI,firm_size_group_large,firm_size_group_mid_sized,firm_size_group_other,firm_size_group_small_and_medium,industry_macro_category_construction,industry_macro_category_it_services,industry_macro_category_manufacturing,industry_macro_category_other,industry_macro_category_transport_storage,industry_macro_category_wholesale_retail,is_speculative
KOSDAQ,1840,이화공영(주),2020,2021,mid_sized,construction,1994,1.6288574753662168,0.1727992309748737,86304767.286,0.4948781539085187,1.0206994228822963,0.0,-3.3129214842550856,0.0019647160895184,7926294.387,6.8983662608042815,0.0122851578115777,0.0090764193755849,0.024824611299873,0.1504389104114095,,0.0427995218610191,57.75479223039724,-0.0725016529418882,0.0,0.0139848420076301,3.514967080705311,0,,6.282,,0.0108478642037345,2.636825842709497e-05,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
KOSDAQ,1840,이화공영(주),2021,2022,mid_sized,construction,1994,1.3389548836751464,0.1101276131927901,103078953.624,0.4433692107576764,1.2554565714905956,0.0,-3.615024549827929,-0.0240071373577517,3078189.651,-16.931696331800534,-0.056576782824871,-0.0465233212445361,-0.1276064766161516,0.0026965587183945,,0.0007937001400095,0.546269391152924,-0.0469015285082828,0.0,0.0108001993215887,3.3974527437555446,0,,6.246,,0.1943599046204836,-0.0259718534472702,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
KOSDAQ,1840,이화공영(주),2022,2023,mid_sized,construction,1994,1.6260432460100898,0.0065661382416093,94770183.787,0.4954859425675326,1.0182207285602338,0.0464281045385454,-3.7417815666755527,0.0029385281545222,9074495.975,0.5941444174029561,0.0078243294079346,0.0014846255053828,0.0157912237981772,-0.3034876786236585,-3.2978688586363636,-0.0745824078787898,-61.27586333435774,0.1591464454252636,0.0,0.0066347158977046,4.069159031669798,0,,5.851,0.0,-0.0806058806854773,0.026945665512274,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
KOSDAQ,2290,(주)삼일기업공사,2016,2017,small_and_medium,construction,1992,6.227486369949556,3.045252545914599,62473130.808,0.8447006685671402,0.183851318238321,0.0,-7.511466993709678,0.0245137347624491,3141125.328,1000000.0,0.0137591768794453,0.0010067926512808,0.0162888196866056,0.0245460451367076,,0.008432128893874,1000000.0,0.0072701486723287,135861.89,0.0008009382490174,2.9110139853934505,0,,6.043,,,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
KOSDAQ,2290,(주)삼일기업공사,2017,2018,small_and_medium,construction,1992,6.2291397755292195,3.871115946190665,64106791.48,0.8471145572921442,0.1804778838845172,0.0,-7.758999400645162,0.046995077235585,5559711.041,1722.4186210002235,0.0526302900692293,0.0405115886171004,0.0621288934491521,-0.5754538707764917,,-0.0999936290391436,-3740.55537958208,0.1293267273965276,135997.855,0.0007805275984777,5.754905350532119,0,,6.229,,0.0261498127414289,0.0224813424731358,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
KOSDAQ,2290,(주)삼일기업공사,2018,2019,small_and_medium,construction,1992,12.471730440265258,4.5346004538739315,61777296.536,0.9189841752287844,0.0881580194251401,0.0,-8.15683192016129,0.05507400249344,5943485.173,742681.7541503906,0.0636403241716631,0.0492417867982826,0.0692507291062107,-0.4427298251521758,,-0.0394382012630406,-540975.4895019531,0.0859566395059965,127940.36,0.0071286400456738,11.22591322558816,0,,6.168,,-0.0363377247592675,0.0080789252578549,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
KOSDAQ,2290,(주)삼일기업공사,2019,2020,small_and_medium,construction,1992,5.95387842524495,4.626967638258022,69829145.098,0.8423770657144241,0.1871168395971169,0.0,-8.487495217580646,0.0431405965008843,7101548.144,715024.209759937,0.0604032062555038,0.0520377706028091,0.0717056633115665,1.1896067784859008,,0.1716860339340611,2576468.8882329795,-0.1403927032507918,121621.212,0.0063066518912976,6.928966504886406,0,,6.092,,0.1303366934697099,-0.0119334059925557,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
KOSDAQ,2290,(주)삼일기업공사,2020,2021,small_and_medium,construction,1992,8.20924942936915,6.395648305023708,68203628.759,0.8796597062892062,0.1368032352174482,0.0,-8.67677161967742,0.0373079162598423,5896398.986,17184.479709480427,0.0449889907887796,0.0379169732469512,0.0511436302778527,0.0106861685689604,,0.0013557880315681,582.8218341539913,0.0341009043113866,98886.878,0.0064569601062742,7.881887374828483,0,,6.282,,-0.0232784797339092,-0.0058326802410419,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
KOSDAQ,2290,(주)삼일기업공사,2021,2022,small_and_medium,construction,1992,6.286620113502849,3.148448086462343,73241914.981,0.8424749448182371,0.186978919848766,0.0,-8.952335206774194,0.0399505819503439,6521866.95,1000000.0,0.051276792516611,0.0451982180949087,0.0608644717946762,-0.1725210085159142,,-0.0269695776758367,1000000.0,0.0674333058642886,120353.273,0.0060127880342047,6.396874678185396,0,,6.246,,0.073871234033646,0.0026426656905016,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
KOSDAQ,2290,(주)삼일기업공사,2022,2023,small_and_medium,construction,1992,6.74793548015128,1.9207287258944965,73922641.919,0.8516890254272407,0.1741374728861402,0.0,-9.154694008548388,0.0392102317648808,6042457.76,58.03028965056289,0.0433436626157224,0.0292967967970224,0.0508914184892538,1.0106112415251731,,0.1741522568779233,296.8875685967352,-0.1161383174779819,131704.376,0.0059574184386233,5.803032700481099,0,,5.851,,0.0092942263753833,-0.000740350185463,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
KOSDAQ,2290,(주)삼일기업공사,2023,2024,small_and_medium,construction,1992,6.498444479431455,2.4511581708584886,76897352.397,0.8485108557072445,0.1785353048506225,0.0,-9.52390940064516,0.0488196103346454,11495900.802,1000000.0,0.0635820032236993,0.0403682810686874,0.0749336355522557,-0.3951851878472538,,-0.0585402312501472,1000000.0,0.1097917225603904,159531.697,0.0061456600424963,6.7506598352609,0,,6.374,,0.0402408572093447,0.0096093785697646,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
KOSDAQ,3380,(주)하림지주,2020,2021,large,it_services,2017,0.711638608357395,0.1920381173420534,9363676360.0,0.3689419990803697,1.710453140310983,0.3034219507133841,-371.4425534635349,0.0224770088786128,1431954194.0,2.9235803412168857,0.0240409449606393,0.0378092825284277,0.0651618547646084,0.1134336662837277,0.2359197233874882,0.0867868838815501,5.535130227257713,-0.0530438229498995,339369000.0,0.0176352821959344,1.3070369762157386,1,0.240835,6.282,0.6696570683621654,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
KOSDAQ,3380,(주)하림지주,2021,2022,large,it_services,2017,0.8084192853237592,0.2320508925484894,11578947868.0,0.3673529906594791,1.722177375512258,0.2881957259883916,-457.5719463007947,0.0544106748256214,1926158454.0,6.211116174507842,0.0560329783324316,0.0643053769209698,0.1525317058991141,0.1002913889840579,0.2201595706729071,0.0679705463851703,6.12840516349683,-0.0126578492856895,498511000.0,0.0146423076546146,1.475512472942828,1,0.205153,6.246,0.675939057892813,0.2365813835112088,0.0319336659470085,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
KOSDAQ,3380,(주)하림지주,2022,2023,large,it_services,2017,0.9110905741336056,0.2415673505600713,13268988299.0,0.3812938392885081,1.6226492456998356,0.3993588984775394,-449.04108610815393,0.0413083542295467,2249518724.0,4.223417183391811,0.0464244304176848,0.0709403576059329,0.1217549974169856,0.1516292153233241,0.234911329187939,0.0903658213019125,5.585189812363715,-0.0509293635484575,831894000.0,0.0126365750893484,1.6779487325936029,1,0.169357,5.851,0.5062012257737794,0.1459580309253016,-0.0131023205960746,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
KOSDAQ,3380,(주)하림지주,2023,2024,large,it_services,2017,0.7710631458226525,0.2241134327848558,13385071963.0,0.3920422606994989,1.5507454176387931,0.3831256670248505,-465.77561526156086,0.0147820471402297,1978366811.0,1.6466036770764427,0.0170216718019747,0.0424013236961929,0.0434179513494385,0.1106807413142926,0.1756322247895137,0.0746678722586625,2.613094506144902,-0.0539679240423072,659699000.0,0.0131606800088146,1.4823074230758202,1,0.165847,6.374,0.5600567009020418,0.0087484939608205,-0.026526307089317,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
KOSDAQ,3380,(주)하림지주,2024,2025,large,it_services,2017,0.7901358582902638,0.2139361305325627,16078958000.0,0.369548325208636,1.7060060397660566,0.4458991683416301,-527.5493684397794,0.0142440791988305,2189990000.0,2.0417918091468263,0.0106998227123921,0.0476075626293693,0.0289537848841592,0.0866896991083955,0.1225695625163712,0.0716024554469708,2.3439848922129816,-0.0437812574670572,637333000.0,0.0127502043353804,1.2107084675692212,1,0.102544,6.084,0.4681866225618912,0.2012604821585298,-0.0005379679413992,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
KOSDAQ,3800,(주)에이스침대,2017,2018,mid_sized,manufacturing,1996,2.761829537468167,0.8256542093416261,425894166.0,0.922027856563783,0.0845659302819806,0.0,-34.40904283137962,0.128244797989017,115127430.0,1000000.0,0.0842622319461403,0.073817291970137,0.0913879459783017,0.847359516856857,,0.1365423355805508,1000000.0,-0.0040150326924177,5674176.0,0.0026614687180288,6.205837283023268,1,1.104238,6.229,,,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,3800,(주)에이스침대,2018,2019,mid_sized,manufacturing,1996,2.2511773616040864,0.6490908337358936,477104522.079,0.9046624642818448,0.1053846483990442,0.0,-37.91961701208295,0.1342536365198506,129885140.162,10.59408884250782,0.0876769572581697,0.0843791590332779,0.09691676257152,0.933453244793288,,0.1880672709540469,11.17338876435007,-0.0254645258151384,0.0,0.0005052205855221,4.963400808965698,0,,6.168,,0.1202419759818921,0.0060088385308335,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,3800,(주)에이스침대,2019,2020,mid_sized,manufacturing,1996,2.098463518719518,0.5052330127116538,518118728.639,0.9042705161184044,0.1092134683700212,0.0,-41.247023458701534,0.1593745252663157,170316860.883,21.01254923337053,0.1129547500699915,0.0963339542716599,0.1249125654951701,0.9028027936456966,,0.1665091843101167,19.447636181234977,-0.0038203442156964,0.0,0.0004055580726679,5.42193992112929,0,,6.092,,0.0859648246075705,0.025120888746465,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,3800,(주)에이스침대,2020,2021,mid_sized,manufacturing,1996,2.0256804151886523,0.5058649861219319,575946070.0,0.8801801894403064,0.1361309993804922,0.0,-44.711120018034265,0.1703879793649373,174293990.0,128.762562263087,0.1135380887311202,0.085637804595142,0.1289941424418078,0.834274702756486,,0.1988717869589072,150.30096958115348,-0.014317347455813,8257881.0,0.0003492983292689,4.195037996660994,1,0.833495,6.282,,0.1116102124177242,0.0110134540986216,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,3800,(주)에이스침대,2021,2022,mid_sized,manufacturing,1996,1.8701455713479935,0.7194936370614177,642564454.0,0.8755908025998588,0.1420860029944784,0.0,-49.73250910730387,0.1844372748625296,214376403.0,184.7421789813961,0.1330972503499236,0.1194453296042423,0.1520085066616997,0.8807913638430617,,0.2032806281748686,169.4815489672669,-0.0101575211005991,9769443.0,7.168152504122178e-05,4.3328839139820845,1,0.848568,6.246,,0.1156677464610532,0.0140492954975922,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,5160,동국산업(주),2014,2015,mid_sized,manufacturing,1999,1.6670798696120226,0.1501675877261504,833278628.0,0.5168757646331954,0.9347008864106005,0.2520124805121007,-7.61403056,0.0263776019543307,60345993.0,2.7503725948912567,0.0320252867447837,0.0326461030991424,0.0619593506526868,0.1687309933923216,0.3234682345878205,0.1000395209753634,6.867740415330699,-0.060024024761139,21942237.0,0.003614348068939,1.686643356018015,1,0.49222,5.726,0.4365823536564261,,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,5160,동국산업(주),2015,2016,mid_sized,manufacturing,1999,1.3214081108701845,0.0574078525507837,792329474.0,0.5706524909611024,0.7523799787779485,0.1449348670828317,-8.04289576,0.0377675032496419,76528788.0,4.663827174715245,0.0522363200639939,0.0463463990738782,0.0915378814451799,0.1274249100090296,0.3774769232762706,0.0588876705047429,5.505410855290689,-0.0196216832897976,21660827.0,0.0032314461142966,2.163863995923673,1,0.421325,5.913,0.6226508239342402,-0.0491422108092276,0.0113899012953112,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,5160,동국산업(주),2016,2017,mid_sized,manufacturing,1999,1.7536341848192118,0.1844322946823747,835966016.0,0.6153686862313791,0.6250420640090862,0.1586858669623239,-8.483495648460613,0.0403029130485413,105298188.0,8.607462891696395,0.0566623320725994,0.0604585485924824,0.0920786730628252,0.1312623117564505,0.3181606300904975,0.0559069554934014,7.187901697588763,-0.0140914591915659,22289581.0,0.0045547629055772,2.347870861469876,1,0.480835,6.043,0.636654181440971,0.0550737331273378,0.0025354097988993,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,5160,동국산업(주),2017,2018,mid_sized,manufacturing,1999,1.812353657153016,0.2305955480650329,827026979.0,0.6347885405561842,0.575327744769664,0.1247842327039732,-8.678168721382573,0.0290679039484678,90460038.0,9.284659484177856,0.0395889708937778,0.0464047074333714,0.0623656042358468,0.2313739752051824,0.6771723104028939,0.089096567913641,16.90685570194018,-0.0569320218028824,22487747.0,0.0037605327020413,2.596889876043791,1,0.406585,6.229,0.7477711394117555,-0.0106930626711026,-0.0112350091000735,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,5160,동국산업(주),2018,2019,mid_sized,manufacturing,1999,1.9070606151600944,0.1514245278253115,781595349.0,0.6667129271773596,0.4998959210730572,0.1350063906278439,-8.606501966411994,0.0026905357591633,64709049.0,3.4470449425700003,0.016667673389648,0.0189062499142379,0.024999775330911,-0.0357038010304249,-0.0881411263476746,-0.0122732398839364,-2.1695740319687715,0.0145082452377796,22405074.0,0.0038815392183199,2.909077095213875,1,0.254515,6.168,0.793310044116886,-0.0549336734515404,-0.0263773681893044,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,5160,동국산업(주),2019,2020,mid_sized,manufacturing,1999,2.2037083949956666,0.2082410881918886,752912818.0,0.7037093210969879,0.4210412898457987,0.0914859255324831,-8.767477694781931,0.0268424516143391,84124754.0,9.75697276210165,0.0421557160951402,0.0437289473799342,0.059905013094647,0.2062216301822964,0.6678792035983953,0.0682853148003907,13.633214754790162,-0.0370829813658452,23443364.0,0.0034631632476736,3.0199996995710765,1,0.265678,6.092,0.8770825612884473,-0.0366974177068702,0.0241519158551757,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
KOSDAQ,5160,동국산업(주),2020,2021,mid_sized,manufacturing,1999,2.259562634607193,0.3671895104882581,741703202.0,0.7150158143715281,0.3985704669024844,0.081084649274576,-8.776653761759583,0.014066417119702,63165123.0,9.308379778424774,0.0157636396451744,0.0248932510338549,0.0220465608289098,0.4763332695663288,1.6741448692420566,0.1741190900014192,50.76029694609345,-0.1247809309039493,23315014.0,0.003406258720722,2.7356751609628,1,0.347256,6.282,0.97159441526031,-0.0148883319980879,-0.012776034494637,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
