market,stock_code,corp_name,fiscal_year,eval_year,credit_rating,is_speculative
KOSDAQ,010240,(주)흥국,2022,2023,A,0
KOSDAQ,010240,(주)흥국,2023,2024,A,0
KOSDAQ,010280,(주)아이티센엔텍,2014,2015,A-,0
KOSDAQ,010280,(주)아이티센엔텍,2015,2016,A-,0
KOSDAQ,010280,(주)아이티센엔텍,2016,2017,A-,0
KOSDAQ,010280,(주)아이티센엔텍,2017,2018,BBB+,0
KOSDAQ,010280,(주)아이티센엔텍,2018,2019,A-,0
KOSDAQ,010280,(주)아이티센엔텍,2019,2020,A-,0
KOSDAQ,010280,(주)아이티센엔텍,2020,2021,BBB+,0
KOSDAQ,010280,(주)아이티센엔텍,2021,2022,BBB+,0
KOSDAQ,010280,(주)아이티센엔텍,2022,2023,BBB+,0
KOSDAQ,010280,(주)아이티센엔텍,2023,2024,BBB+,0
KOSDAQ,010280,(주)아이티센엔텍,2024,2025,BBB+,0
KOSDAQ,011040,경동제약(주),2017,2018,AA,0
KOSDAQ,011040,경동제약(주),2018,2019,AA,0
KOSDAQ,011040,경동제약(주),2019,2020,A+,0
KOSDAQ,011040,경동제약(주),2020,2021,A+,0
KOSDAQ,011040,경동제약(주),2021,2022,A+,0
KOSDAQ,011040,경동제약(주),2022,2023,A,0
KOSDAQ,011040,경동제약(주),2023,2024,BBB+,0
KOSDAQ,011080,(주)형지아이앤씨,2019,2020,B+,1
KOSDAQ,011080,(주)형지아이앤씨,2020,2021,B+,1
KOSDAQ,011080,(주)형지아이앤씨,2021,2022,B+,1
KOSDAQ,011080,(주)형지아이앤씨,2022,2023,B+,1
KOSDAQ,011080,(주)형지아이앤씨,2023,2024,B,1
KOSDAQ,011370,(주)서한,2014,2015,A-,0
KOSDAQ,011370,(주)서한,2015,2016,A,0
KOSDAQ,011370,(주)서한,2016,2017,A,0
KOSDAQ,011370,(주)서한,2017,2018,A+,0
KOSDAQ,011370,(주)서한,2018,2019,A+,0
KOSDAQ,011370,(주)서한,2019,2020,A+,0
KOSDAQ,011370,(주)서한,2020,2021,A+,0
KOSDAQ,011370,(주)서한,2021,2022,AA-,0
KOSDAQ,011370,(주)서한,2022,2023,AA-,0
KOSDAQ,011370,(주)서한,2023,2024,AA-,0
KOSDAQ,011560,(주)세보엠이씨,2018,2019,A-,0
KOSDAQ,011560,(주)세보엠이씨,2019,2020,BBB+,0
KOSDAQ,012340,(주)뉴인텍,2021,2022,BB-,1
KOSDAQ,012340,(주)뉴인텍,2022,2023,BB-,1
KOSDAQ,012340,(주)뉴인텍,2023,2024,BB-,1
KOSDAQ,012700,(주)리드코프,2014,2015,BBB,0
KOSDAQ,012700,(주)리드코프,2015,2016,BBB,0
KOSDAQ,012700,(주)리드코프,2016,2017,BBB-,0
KOSDAQ,012700,(주)리드코프,2017,2018,BBB-,0
KOSDAQ,012700,(주)리드코프,2018,2019,BBB-,0
KOSDAQ,012860,(주)모베이스전자,2020,2021,BB-,1
KOSDAQ,012860,(주)모베이스전자,2021,2022,BB-,1
KOSDAQ,012860,(주)모베이스전자,2022,2023,BB-,1
KOSDAQ,012860,(주)모베이스전자,2023,2024,BB,1
KOSDAQ,013030,하이록코리아(주),2022,2023,A,0
KOSDAQ,013030,하이록코리아(주),2023,2024,A,0
KOSDAQ,013120,(주)동원개발,2015,2016,AA,0
KOSDAQ,013120,(주)동원개발,2016,2017,AA+,0
KOSDAQ,013120,(주)동원개발,2017,2018,AA+,0
KOSDAQ,013120,(주)동원개발,2018,2019,AA+,0
KOSDAQ,013120,(주)동원개발,2019,2020,AA+,0
KOSDAQ,013120,(주)동원개발,2021,2022,AA+,0
KOSDAQ,013120,(주)동원개발,2022,2023,AA+,0
KOSDAQ,013120,(주)동원개발,2023,2024,AA+,0
KOSDAQ,013720,더큐브앤(주),2021,2022,B,1
KOSDAQ,013720,더큐브앤(주),2022,2023,B,1
KOSDAQ,013720,더큐브앤(주),2023,2024,B,1
KOSDAQ,013810,(주)스페코,2019,2020,BB,1
KOSDAQ,013810,(주)스페코,2020,2021,BB,1
KOSDAQ,013810,(주)스페코,2021,2022,BB,1
KOSDAQ,013810,(주)스페코,2022,2023,BB,1
KOSDAQ,013810,(주)스페코,2023,2024,BB,1
KOSDAQ,014190,(주)원익큐브,2018,2019,BB+,1
KOSDAQ,014190,(주)원익큐브,2019,2020,BB+,1
KOSDAQ,014190,(주)원익큐브,2020,2021,BBB+,0
KOSDAQ,014190,(주)원익큐브,2021,2022,A-,0
KOSDAQ,014190,(주)원익큐브,2022,2023,BBB+,0
KOSDAQ,014190,(주)원익큐브,2023,2024,BBB+,0
KOSDAQ,014200,(주)광림,2019,2020,BB+,1
KOSDAQ,014200,(주)광림,2021,2022,BBB,0
KOSDAQ,014200,(주)광림,2022,2023,BB-,1
KOSDAQ,014200,(주)광림,2023,2024,BB-,1
KOSDAQ,014470,(주)부방,2023,2024,A+,0
KOSDAQ,014970,삼륭물산(주),2020,2021,A-,0
KOSDAQ,014970,삼륭물산(주),2021,2022,A-,0
KOSDAQ,014970,삼륭물산(주),2022,2023,A-,0
KOSDAQ,014970,삼륭물산(주),2023,2024,A-,0
KOSDAQ,015710,(주)코콤,2018,2019,A+,0
KOSDAQ,015710,(주)코콤,2019,2020,A+,0
KOSDAQ,015710,(주)코콤,2020,2021,A+,0
KOSDAQ,015710,(주)코콤,2021,2022,A+,0
KOSDAQ,015710,(주)코콤,2022,2023,A-,0
KOSDAQ,015710,(주)코콤,2023,2024,A-,0
KOSDAQ,015750,(주)성우하이텍,2015,2016,A,0
KOSDAQ,015750,(주)성우하이텍,2016,2017,A,0
KOSDAQ,016100,(주)리더스코스메틱,2018,2019,BB+,1
KOSDAQ,016100,(주)리더스코스메틱,2019,2020,BB,1
KOSDAQ,016100,(주)리더스코스메틱,2020,2021,BB-,1
KOSDAQ,016100,(주)리더스코스메틱,2021,2022,B-,1
KOSDAQ,016100,(주)리더스코스메틱,2022,2023,BB,1
KOSDAQ,016100,(주)리더스코스메틱,2023,2024,BB,1
KOSDAQ,016250,에스지씨이앤씨(주),2016,2017,BBB+,0
KOSDAQ,016250,에스지씨이앤씨(주),2017,2018,BBB+,0
KOSDAQ,016250,에스지씨이앤씨(주),2018,2019,BBB+,0
KOSDAQ,016250,에스지씨이앤씨(주),2019,2020,BBB,0
KOSDAQ,016250,에스지씨이앤씨(주),2020,2021,BBB,0
KOSDAQ,016250,에스지씨이앤씨(주),2021,2022,BBB,0
KOSDAQ,017000,신원종합개발(주),2014,2015,A-,0
KOSDAQ,017000,신원종합개발(주),2015,2016,A-,0
KOSDAQ,017000,신원종합개발(주),2016,2017,A-,0
KOSDAQ,017000,신원종합개발(주),2017,2018,A,0
KOSDAQ,017000,신원종합개발(주),2018,2019,A,0
KOSDAQ,017000,신원종합개발(주),2019,2020,A,0
KOSDAQ,017000,신원종합개발(주),2020,2021,A,0
KOSDAQ,017000,신원종합개발(주),2021,2022,A,0
KOSDAQ,017000,신원종합개발(주),2022,2023,A,0
KOSDAQ,017000,신원종합개발(주),2023,2024,A+,0
KOSDAQ,017480,삼현철강(주),2014,2015,A-,0
KOSDAQ,017480,삼현철강(주),2015,2016,A-,0
KOSDAQ,017480,삼현철강(주),2016,2017,BBB,0
KOSDAQ,017480,삼현철강(주),2017,2018,BBB,0
KOSDAQ,017480,삼현철강(주),2018,2019,BBB+,0
KOSDAQ,017480,삼현철강(주),2019,2020,BBB+,0
KOSDAQ,017480,삼현철강(주),2020,2021,BBB+,0
KOSDAQ,017480,삼현철강(주),2021,2022,A-,0
KOSDAQ,017480,삼현철강(주),2022,2023,A-,0
KOSDAQ,017480,삼현철강(주),2023,2024,A-,0
KOSDAQ,017890,한국알콜산업(주),2014,2015,AA,0
KOSDAQ,017890,한국알콜산업(주),2015,2016,A,0
KOSDAQ,017890,한국알콜산업(주),2016,2017,A,0
KOSDAQ,017890,한국알콜산업(주),2017,2018,A,0
KOSDAQ,017890,한국알콜산업(주),2018,2019,A+,0
KOSDAQ,017890,한국알콜산업(주),2019,2020,A+,0
KOSDAQ,017890,한국알콜산업(주),2020,2021,A+,0
KOSDAQ,017890,한국알콜산업(주),2021,2022,AA-,0
KOSDAQ,017890,한국알콜산업(주),2022,2023,AA-,0
KOSDAQ,017890,한국알콜산업(주),2023,2024,AA-,0
KOSDAQ,018000,유니슨(주),2020,2021,BB-,1
KOSDAQ,018000,유니슨(주),2021,2022,BB-,1
KOSDAQ,018000,유니슨(주),2022,2023,BB-,1
KOSDAQ,018000,유니슨(주),2023,2024,BB-,1
KOSDAQ,018290,(주)브이티,2022,2023,BB+,1
KOSDAQ,018290,(주)브이티,2023,2024,A-,0
KOSDAQ,018310,삼목에스폼(주),2016,2017,A-,0
KOSDAQ,018310,삼목에스폼(주),2017,2018,A,0
KOSDAQ,018310,삼목에스폼(주),2018,2019,A-,0
KOSDAQ,018310,삼목에스폼(주),2019,2020,A-,0
KOSDAQ,018310,삼목에스폼(주),2020,2021,A-,0
KOSDAQ,018310,삼목에스폼(주),2021,2022,A-,0
KOSDAQ,018310,삼목에스폼(주),2022,2023,A,0
KOSDAQ,018310,삼목에스폼(주),2023,2024,A+,0
KOSDAQ,018680,(주)서울제약,2017,2018,BB-,1
KOSDAQ,018700,(주)바른손,2019,2020,BB+,1
KOSDAQ,018700,(주)바른손,2020,2021,BB+,1
KOSDAQ,018700,(주)바른손,2021,2022,BBB-,0
KOSDAQ,018700,(주)바른손,2022,2023,BB+,1
KOSDAQ,018700,(주)바른손,2023,2024,BB+,1
KOSDAQ,019210,(주)와이지-원,2014,2015,BBB,0
KOSDAQ,019210,(주)와이지-원,2015,2016,BBB,0
KOSDAQ,019210,(주)와이지-원,2016,2017,BBB,0
KOSDAQ,019210,(주)와이지-원,2017,2018,BBB,0
KOSDAQ,019210,(주)와이지-원,2018,2019,BBB,0
KOSDAQ,019210,(주)와이지-원,2019,2020,BBB,0
KOSDAQ,019210,(주)와이지-원,2020,2021,BBB,0
KOSDAQ,019210,(주)와이지-원,2021,2022,BBB,0
KOSDAQ,019210,(주)와이지-원,2022,2023,BBB,0
KOSDAQ,019210,(주)와이지-원,2023,2024,BBB,0
KOSDAQ,019540,(주)일지테크,2015,2016,BBB+,0
KOSDAQ,019540,(주)일지테크,2016,2017,BBB+,0
KOSDAQ,019540,(주)일지테크,2017,2018,BBB+,0
KOSDAQ,019540,(주)일지테크,2018,2019,BBB+,0
KOSDAQ,019540,(주)일지테크,2019,2020,BBB,0
KOSDAQ,019540,(주)일지테크,2020,2021,BBB,0
KOSDAQ,019540,(주)일지테크,2021,2022,BBB-,0
KOSDAQ,019540,(주)일지테크,2022,2023,BB+,1
KOSDAQ,019540,(주)일지테크,2023,2024,BBB-,0
KOSDAQ,019770,(주)서연탑메탈,2014,2015,A-,0
KOSDAQ,019770,(주)서연탑메탈,2015,2016,BBB+,0
KOSDAQ,019770,(주)서연탑메탈,2016,2017,BBB+,0
KOSDAQ,019770,(주)서연탑메탈,2017,2018,BBB+,0
KOSDAQ,019770,(주)서연탑메탈,2018,2019,BBB,0
KOSDAQ,019770,(주)서연탑메탈,2019,2020,BBB,0
KOSDAQ,019770,(주)서연탑메탈,2020,2021,BBB,0
KOSDAQ,021320,(주)케이씨씨건설,2014,2015,A-,0
KOSDAQ,021320,(주)케이씨씨건설,2015,2016,A-,0
KOSDAQ,021320,(주)케이씨씨건설,2016,2017,A-,0
KOSDAQ,021320,(주)케이씨씨건설,2017,2018,A-,0
KOSDAQ,021320,(주)케이씨씨건설,2018,2019,A-,0
KOSDAQ,021320,(주)케이씨씨건설,2019,2020,A-,0
KOSDAQ,021320,(주)케이씨씨건설,2020,2021,A-,0
KOSDAQ,021320,(주)케이씨씨건설,2021,2022,A-,0
KOSDAQ,021320,(주)케이씨씨건설,2022,2023,A-,0
KOSDAQ,021320,(주)케이씨씨건설,2023,2024,A-,0
KOSDAQ,021650,(주)한국큐빅,2019,2020,BBB,0
KOSDAQ,021650,(주)한국큐빅,2020,2021,BBB,0
KOSDAQ,021650,(주)한국큐빅,2021,2022,BBB+,0
KOSDAQ,021650,(주)한국큐빅,2022,2023,BBB+,0
KOSDAQ,021650,(주)한국큐빅,2023,2024,BBB+,0
KOSDAQ,023410,유진기업(주),2020,2021,BBB,0
KOSDAQ,023410,유진기업(주),2021,2022,BBB,0
KOSDAQ,023410,유진기업(주),2022,2023,BBB,0
KOSDAQ,023410,유진기업(주),2023,2024,BBB,0
KOSDAQ,023790,동일스틸럭스(주),2018,2019,B+,1
KOSDAQ,024810,이화전기공업(주),2016,2017,B-,1
KOSDAQ,024810,이화전기공업(주),2017,2018,B+,1
KOSDAQ,024810,이화전기공업(주),2018,2019,B+,1
KOSDAQ,024810,이화전기공업(주),2019,2020,B+,1
KOSDAQ,024810,이화전기공업(주),2020,2021,B+,1
KOSDAQ,024810,이화전기공업(주),2021,2022,B+,1
KOSDAQ,024830,(주)세원물산,2014,2015,BBB,0
KOSDAQ,024830,(주)세원물산,2015,2016,BBB,0
KOSDAQ,024830,(주)세원물산,2016,2017,BBB+,0
KOSDAQ,024830,(주)세원물산,2017,2018,BBB+,0
KOSDAQ,024830,(주)세원물산,2020,2021,BB+,1
KOSDAQ,024830,(주)세원물산,2021,2022,BB+,1
KOSDAQ,024830,(주)세원물산,2022,2023,BB+,1
KOSDAQ,024830,(주)세원물산,2023,2024,BB+,1
KOSDAQ,024880,(주)케이피에프,2020,2021,BB+,1
KOSDAQ,024880,(주)케이피에프,2021,2022,BB+,1
KOSDAQ,024880,(주)케이피에프,2022,2023,BB+,1
KOSDAQ,024880,(주)케이피에프,2023,2024,BB+,1
KOSDAQ,025440,(주)디에이치오토웨어,2014,2015,BB-,1
KOSDAQ,025440,(주)디에이치오토웨어,2015,2016,BB,1
KOSDAQ,025440,(주)디에이치오토웨어,2016,2017,BB,1
KOSDAQ,025440,(주)디에이치오토웨어,2017,2018,BB+,1
KOSDAQ,025440,(주)디에이치오토웨어,2018,2019,BB+,1
KOSDAQ,025440,(주)디에이치오토웨어,2019,2020,BB+,1
KOSDAQ,025440,(주)디에이치오토웨어,2020,2021,BB+,1
KOSDAQ,025440,(주)디에이치오토웨어,2021,2022,BB,1
KOSDAQ,025440,(주)디에이치오토웨어,2022,2023,BB,1
KOSDAQ,025440,(주)디에이치오토웨어,2023,2024,BB,1
KOSDAQ,025870,신라에스지(주),2015,2016,B+,1
KOSDAQ,025870,신라에스지(주),2016,2017,B+,1
KOSDAQ,025870,신라에스지(주),2017,2018,B+,1
KOSDAQ,025870,신라에스지(주),2018,2019,B+,1
KOSDAQ,025870,신라에스지(주),2019,2020,B+,1
KOSDAQ,025870,신라에스지(주),2020,2021,B+,1
KOSDAQ,025900,동화기업(주),2017,2018,A-,0
KOSDAQ,025900,동화기업(주),2018,2019,A-,0
KOSDAQ,025900,동화기업(주),2019,2020,A-,0
KOSDAQ,025900,동화기업(주),2020,2021,A-,0
KOSDAQ,025900,동화기업(주),2021,2022,A-,0
KOSDAQ,025900,동화기업(주),2022,2023,A-,0
KOSDAQ,025900,동화기업(주),2023,2024,A-,0
KOSDAQ,025900,동화기업(주),2024,2025,A-,0
KOSDAQ,026150,(주)특수건설,2014,2015,BBB+,0
KOSDAQ,026150,(주)특수건설,2015,2016,BBB+,0
KOSDAQ,026150,(주)특수건설,2016,2017,BBB,0
KOSDAQ,026150,(주)특수건설,2017,2018,BBB+,0
KOSDAQ,026150,(주)특수건설,2018,2019,A-,0
KOSDAQ,026150,(주)특수건설,2019,2020,A-,0
KOSDAQ,026150,(주)특수건설,2020,2021,A,0
KOSDAQ,026150,(주)특수건설,2021,2022,A,0
KOSDAQ,026150,(주)특수건설,2022,2023,A,0
KOSDAQ,026960,(주)동서,2014,2015,AA,0
KOSDAQ,027050,(주)코리아나화장품,2017,2018,BBB,0
KOSDAQ,027050,(주)코리아나화장품,2018,2019,BBB+,0
KOSDAQ,027050,(주)코리아나화장품,2019,2020,BBB+,0
KOSDAQ,027050,(주)코리아나화장품,2021,2022,BBB+,0
KOSDAQ,027050,(주)코리아나화장품,2022,2023,BBB+,0
KOSDAQ,027050,(주)코리아나화장품,2023,2024,BBB+,0
KOSDAQ,027580,(주)상보,2016,2017,B,1
KOSDAQ,027580,(주)상보,2017,2018,BB-,1
KOSDAQ,027580,(주)상보,2018,2019,B,1
KOSDAQ,027580,(주)상보,2019,2020,B,1
KOSDAQ,027580,(주)상보,2020,2021,B,1
KOSDAQ,027710,(주)팜스토리,2014,2015,BB+,1
KOSDAQ,027710,(주)팜스토리,2015,2016,BB+,1
KOSDAQ,027710,(주)팜스토리,2016,2017,BB+,1
KOSDAQ,027710,(주)팜스토리,2017,2018,BB+,1
KOSDAQ,027710,(주)팜스토리,2019,2020,BB+,1
KOSDAQ,027710,(주)팜스토리,2020,2021,BB+,1
KOSDAQ,027710,(주)팜스토리,2021,2022,BBB-,0
KOSDAQ,027710,(주)팜스토리,2022,2023,BBB-,0
KOSDAQ,027710,(주)팜스토리,2023,2024,BBB-,0
KOSDAQ,028040,(주)미래SCI,2016,2017,B-,1
KOSDAQ,028300,에이치엘비(주),2014,2015,BB+,1
KOSDAQ,029960,(주)코엔텍,2014,2015,A+,0
KOSDAQ,029960,(주)코엔텍,2015,2016,A,0
KOSDAQ,029960,(주)코엔텍,2017,2018,A+,0
KOSDAQ,029960,(주)코엔텍,2018,2019,A+,0
KOSDAQ,029960,(주)코엔텍,2019,2020,A+,0
KOSDAQ,029960,(주)코엔텍,2020,2021,A+,0
KOSDAQ,029960,(주)코엔텍,2021,2022,A+,0
KOSDAQ,029960,(주)코엔텍,2022,2023,AA-,0
KOSDAQ,029960,(주)코엔텍,2023,2024,AA-,0
KOSDAQ,030530,(주)원익홀딩스,2014,2015,A+,0
KOSDAQ,030530,(주)원익홀딩스,2015,2016,A+,0
KOSDAQ,030530,(주)원익홀딩스,2017,2018,A-,0
KOSDAQ,030530,(주)원익홀딩스,2018,2019,A-,0
KOSDAQ,030530,(주)원익홀딩스,2019,2020,A-,0
KOSDAQ,030530,(주)원익홀딩스,2020,2021,A-,0
KOSDAQ,030530,(주)원익홀딩스,2021,2022,A-,0
KOSDAQ,030530,(주)원익홀딩스,2022,2023,A-,0
KOSDAQ,030530,(주)원익홀딩스,2023,2024,A-,0
KOSDAQ,031310,(주)아이즈비전,2017,2018,BBB,0
KOSDAQ,031310,(주)아이즈비전,2018,2019,BBB,0
KOSDAQ,031310,(주)아이즈비전,2019,2020,BBB,0
KOSDAQ,031310,(주)아이즈비전,2020,2021,BBB+,0
KOSDAQ,031310,(주)아이즈비전,2021,2022,BBB,0
KOSDAQ,031310,(주)아이즈비전,2022,2023,BBB-,0
KOSDAQ,031310,(주)아이즈비전,2023,2024,BB+,1
KOSDAQ,032080,(주)아즈텍더블유비이,2014,2015,BBB,0
KOSDAQ,032080,(주)아즈텍더블유비이,2015,2016,BBB,0
KOSDAQ,032080,(주)아즈텍더블유비이,2016,2017,BB,1
KOSDAQ,032080,(주)아즈텍더블유비이,2017,2018,BBB-,0
KOSDAQ,032080,(주)아즈텍더블유비이,2018,2019,BBB-,0
KOSDAQ,032080,(주)아즈텍더블유비이,2019,2020,BB+,1
KOSDAQ,032080,(주)아즈텍더블유비이,2020,2021,BB+,1
KOSDAQ,032080,(주)아즈텍더블유비이,2021,2022,BB+,1
KOSDAQ,032080,(주)아즈텍더블유비이,2022,2023,BB+,1
KOSDAQ,032280,(주)삼일,2018,2019,BBB-,0
KOSDAQ,032280,(주)삼일,2019,2020,BBB-,0
KOSDAQ,032620,(주)유비케어,2017,2018,A,0
KOSDAQ,032620,(주)유비케어,2018,2019,A,0
KOSDAQ,032620,(주)유비케어,2019,2020,A,0
KOSDAQ,032620,(주)유비케어,2020,2021,A,0
KOSDAQ,032620,(주)유비케어,2021,2022,A,0
KOSDAQ,032620,(주)유비케어,2022,2023,A,0
KOSDAQ,032620,(주)유비케어,2023,2024,A,0
KOSDAQ,032680,(주)소프트센,2016,2017,BBB-,0
KOSDAQ,032680,(주)소프트센,2017,2018,BBB,0
KOSDAQ,032680,(주)소프트센,2018,2019,BBB,0
KOSDAQ,032680,(주)소프트센,2019,2020,BBB,0
KOSDAQ,032680,(주)소프트센,2020,2021,BBB,0
KOSDAQ,032680,(주)소프트센,2021,2022,BBB,0
KOSDAQ,032680,(주)소프트센,2022,2023,BBB,0
KOSDAQ,032680,(주)소프트센,2023,2024,BB+,1
KOSDAQ,032790,(주)엠젠솔루션,2023,2024,BB+,1
KOSDAQ,032940,(주)원익,2018,2019,B-,1
