market,stock_code,corp_name,fiscal_year,eval_year,evaluation_date,security_name,security_type_code,rating_raw,credit_rating,rating_rank,rating_agency,rating_agency_group,is_investment_grade,is_speculative,selection_scope,selection_rule,candidate_count_in_year,big3_candidate_count_in_year,other_domestic_candidate_count_in_year,foreign_candidate_count_in_year
KOSDAQ,003380,(주)하림지주,2022,2023,2023-06-14,기업신용평가,40,A-(안정적),A-,7,한국신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,3,3,0,0
KOSDAQ,003380,(주)하림지주,2023,2024,2024-06-14,회사채(제9-2회),10,A-(안정적),A-,7,한국신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,4,4,0,0
KOSDAQ,003800,(주)에이스침대,2017,2018,2018-03-16,기업신용평가등급,40,AA-,AA-,4,한국기업데이터(KED),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,003800,(주)에이스침대,2018,2019,2019-03-28,기업신용평가등급,40,AA,AA,3,한국기업데이터(KED),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,003800,(주)에이스침대,2019,2020,2020-03-27,기업신용평가등급,40,AA,AA,3,한국기업데이터(KED),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,003800,(주)에이스침대,2020,2021,2021-06-30,기업신용평가등급,40,AA,AA,3,한국기업데이터(KED),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,003800,(주)에이스침대,2021,2022,2022-12-21,기업신용평가등급,40,AA,AA,3,한국기업데이터(KED),OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,005160,동국산업(주),2014,2015,2015-12-28,기업신용등급,40,BBB+,BBB+,8,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,4,4,0,0
KOSDAQ,005160,동국산업(주),2015,2016,2016-12-28,기업신용등급,40,BBB+,BBB+,8,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,6,4,2,0
KOSDAQ,005160,동국산업(주),2016,2017,2017-12-26,기업신용등급,40,BBB+,BBB+,8,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,6,4,2,0
KOSDAQ,005160,동국산업(주),2017,2018,2018-12-28,기업신용등급,40,BBB+,BBB+,8,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,6,4,2,0
KOSDAQ,005160,동국산업(주),2018,2019,2019-12-27,기업신용등급,40,BBB+,BBB+,8,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,4,4,0,0
KOSDAQ,005160,동국산업(주),2019,2020,2020-12-28,기업신용등급,40,BBB+,BBB+,8,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,4,4,0,0
KOSDAQ,005160,동국산업(주),2020,2021,2021-12-20,기업신용등급,40,BBB+,BBB+,8,NICE신용평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,4,4,0,0
KOSDAQ,005160,동국산업(주),2021,2022,2022-12-22,기업신용등급,40,A-,A-,7,한국기업평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,4,4,0,0
KOSDAQ,005160,동국산업(주),2022,2023,2023-12-22,기업신용등급,40,BBB+,BBB+,8,한국기업평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,4,4,0,0
KOSDAQ,005160,동국산업(주),2023,2024,2024-06-24,기업신용등급,40,BBB+,BBB+,8,한국기업평가,BIG3,1,0,BIG3,lowest_grade_among_big3_within_eval_year,2,2,0,0
KOSDAQ,006140,(주)피제이전자,2018,2019,2019-04-18,기업신용평가,40,A+,A+,5,(주)나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,006140,(주)피제이전자,2019,2020,2020-04-02,기업신용평가,40,A+,A+,5,(주)나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,006140,(주)피제이전자,2020,2021,2021-05-11,기업신용평가,40,A+,A+,5,(주)나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,006140,(주)피제이전자,2021,2022,2022-04-29,기업신용평가,40,A+,A+,5,(주)나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,006140,(주)피제이전자,2022,2023,2023-04-28,,40,BBB+,BBB+,8,(주)나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,006140,(주)피제이전자,2023,2024,2024-04-17,,40,BBB+,BBB+,8,(주)나이스디앤비,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,006620,(주)동구바이오제약,2019,2020,2020-06-24,기업신용등급,40,A,A,6,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,006620,(주)동구바이오제약,2022,2023,2023-12-31,기업신용등급,40,A,A,6,한국평가데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007390,(주)네이처셀,2018,2019,2019-08-22,기업신용평가,40,BB+,BB+,11,한국기업데이터,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007390,(주)네이처셀,2022,2023,2023-08-18,기업신용평가,40,BB-,BB-,13,한국평가데이터,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007390,(주)네이처셀,2023,2024,2024-08-09,기업신용평가,40,BB-,BB-,13,한국평가데이터,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007680,(주)대원,2018,2019,2019-06-19,경영상태평가용 기업신용평가,40,A+,A+,5,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007680,(주)대원,2020,2021,2021-06-17,경영상태평가용 기업신용,40,A,A,6,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007680,(주)대원,2021,2022,2022-06-17,경영상태평가용,40,A,A,6,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007680,(주)대원,2022,2023,2023-06-16,경영상태평가용,40,A,A,6,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007680,(주)대원,2023,2024,2024-06-14,경영상태평가용,40,A-,A-,7,(주)이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007720,(주)소노스퀘어,2022,2023,2023-05-31,기업신용평가,40,BB,BB,12,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007770,한일화학공업(주),2018,2019,2019-07-04,기업신용평가,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007770,한일화학공업(주),2019,2020,2020-06-23,기업신용평가,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007770,한일화학공업(주),2020,2021,2021-05-27,기업신용평가,40,BBB,BBB,9,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007770,한일화학공업(주),2021,2022,2022-05-30,기업신용평가,40,BBB,BBB,9,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007770,한일화학공업(주),2022,2023,2023-05-08,기업신용평가,40,BBB,BBB,9,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007770,한일화학공업(주),2023,2024,2024-04-15,기업신용평가,40,BBB-,BBB-,10,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007820,(주)에스엠코어,2014,2015,2015-04-13,기업신용등급,40,A-,A-,7,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,3,0,3,0
KOSDAQ,007820,(주)에스엠코어,2015,2016,2016-05-04,기업신용등급,40,BBB+,BBB+,8,NICE평가정보,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,3,0,3,0
KOSDAQ,007820,(주)에스엠코어,2016,2017,2017-07-14,기업신용등급,40,BBB-,BBB-,10,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,007820,(주)에스엠코어,2017,2018,2018-04-25,기업신용등급,40,BBB,BBB,9,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007820,(주)에스엠코어,2018,2019,2019-05-09,기업신용등급,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007820,(주)에스엠코어,2019,2020,2020-04-29,기업신용등급,40,A-,A-,7,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007820,(주)에스엠코어,2020,2021,2021-04-22,기업신용등급,40,A-,A-,7,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007820,(주)에스엠코어,2021,2022,2022-05-31,기업신용등급,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007820,(주)에스엠코어,2022,2023,2023-06-05,기업신용등급,40,A-,A-,7,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,007820,(주)에스엠코어,2023,2024,2024-04-26,기업신용등급,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,008470,(주)부-스타,2021,2022,2022-04-11,기업신용등급,40,A,A,6,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,3,0,3,0
KOSDAQ,008470,(주)부-스타,2022,2023,2023-04-05,기업신용등급,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,3,0,3,0
KOSDAQ,009520,(주)포스코엠텍,2015,2016,2016-05-24,기업신용평가,40,BBB+,BBB+,8,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,009520,(주)포스코엠텍,2016,2017,2017-08-30,기업신용평가,40,A-,A-,7,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,009520,(주)포스코엠텍,2017,2018,2018-08-29,기업신용평가,40,A,A,6,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,009520,(주)포스코엠텍,2018,2019,2019-09-10,기업신용평가,40,A+,A+,5,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,009520,(주)포스코엠텍,2019,2020,2020-08-21,기업신용평가,40,A+,A+,5,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,009520,(주)포스코엠텍,2020,2021,2021-08-25,기업신용평가,40,A+,A+,5,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,3,0,3,0
KOSDAQ,009520,(주)포스코엠텍,2021,2022,2022-08-31,기업신용평가,40,A+,A+,5,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,3,0,3,0
KOSDAQ,009520,(주)포스코엠텍,2022,2023,2023-09-01,기업신용평가,40,A+,A+,5,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,009520,(주)포스코엠텍,2023,2024,2024-08-26,기업신용평가,40,A+,A+,5,이크레더블,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,009620,삼보산업(주),2020,2021,2021-05-14,기업신용평가,40,CCC-,CCC,17,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,009620,삼보산업(주),2021,2022,2022-04-08,기업신용평가,40,CCC,CCC,17,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,009620,삼보산업(주),2022,2023,2023-04-07,기업신용평가,40,CCC+,CCC,17,이크레더블,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,3,0,3,0
KOSDAQ,009620,삼보산업(주),2023,2024,2024-04-16,기업신용평가,40,B-,B-,16,나이스평가정보,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
KOSDAQ,010170,대한광통신(주),2014,2015,2015-04-15,기업신용평가,40,BB(AAA~D),BB,12,NICE신용평가,BIG3,0,1,BIG3,lowest_grade_among_big3_within_eval_year,1,1,0,0
KOSDAQ,010170,대한광통신(주),2016,2017,2017-04-14,기업신용등급 평가,40,BB(AAA~D),BB,12,NICE신용평가,BIG3,0,1,BIG3,lowest_grade_among_big3_within_eval_year,1,1,0,0
KOSDAQ,010170,대한광통신(주),2017,2018,2018-05-16,기업신용등급 평가,40,BBB+(AAA~D),BBB+,8,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010170,대한광통신(주),2018,2019,2019-04-23,기업신용등급 평가,40,A-(AAA~D),A-,7,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010170,대한광통신(주),2019,2020,2020-04-22,기업신용등급 평가,40,BBB+(AAA~D),BBB+,8,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010170,대한광통신(주),2020,2021,2021-05-07,기업신용등급 평가,40,BBB-(AAA~D),BBB-,10,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010170,대한광통신(주),2021,2022,2022-05-06,기업신용등급 평가,40,BB(AAA~D),BB,12,한국평가데이터,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010170,대한광통신(주),2022,2023,2023-05-11,기업신용등급 평가,40,BBB-(AAA~D),BBB-,10,한국평가데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010170,대한광통신(주),2023,2024,2024-05-10,기업신용등급 평가,40,BB+(AAA~D),BB+,11,한국평가데이터,OTHER,0,1,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2014,2015,2015-04-01,기업신용등급,40,BBB,BBB,9,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2015,2016,2016-04-22,기업신용등급,40,BBB,BBB,9,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2016,2017,2017-04-07,기업신용등급,40,BBB,BBB,9,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2017,2018,2018-04-05,기업신용등급,40,BBB+,BBB+,8,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2018,2019,2019-05-02,기업신용등급,40,A-,A-,7,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2019,2020,2020-04-29,기업신용등급,40,A-,A-,7,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2020,2021,2021-04-23,기업신용등급,40,A-,A-,7,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2021,2022,2022-04-29,기업신용등급,40,A,A,6,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2022,2023,2023-04-24,기업신용등급,40,A,A,6,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010240,(주)흥국,2023,2024,2024-05-09,기업신용등급,40,A,A,6,한국기업데이터,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010280,(주)아이티센엔텍,2014,2015,2015-03-24,기업신용평가,40,A-,A-,7,서울신용평가정보,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,1,0,1,0
KOSDAQ,010280,(주)아이티센엔텍,2015,2016,2016-08-30,기업신용평가,40,A-,A-,7,NICE평가정보,OTHER,1,0,OTHER_DOMESTIC,lowest_grade_among_other_domestic_agencies_within_eval_year,2,0,2,0
