policy_name,policy_type,selection_rule,split,threshold_detail,rows,positive_rows,positive_rate,pr_auc,roc_auc,logloss,accuracy,balanced_accuracy,precision,recall,f1,true_negative,false_positive,false_negative,true_positive
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,valid,it_services:0.290; manufacturing:0.300; wholesale_retail:0.520; fallback:0.300,676,176,0.2603550295857988,0.8457880964130785,0.9388977272727272,0.2744176367715108,0.8831360946745562,0.8768181818181818,0.7342995169082126,0.8636363636363636,0.793733681462141,445,55,24,152
industry_valid_best_f1_by_segment,segment,valid_best_f1_by_industry_macro_category_fallback_global,test,it_services:0.290; manufacturing:0.300; wholesale_retail:0.520; fallback:0.300,924,203,0.2196969696969697,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8874458874458875,0.8765603328710125,0.6987951807228916,0.8571428571428571,0.7699115044247788,646,75,29,174
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,market=KOSDAQ:0.300; fallback:0.300,676,176,0.2603550295857988,0.8457880964130785,0.9388977272727272,0.2744176367715108,0.878698224852071,0.8738181818181818,0.7238095238095238,0.8636363636363636,0.7875647668393781,442,58,24,152
kosdaq_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,market=KOSDAQ:0.300; fallback:0.300,924,203,0.2196969696969697,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8874458874458875,0.8818690516045722,0.6941176470588235,0.8719211822660099,0.7729257641921397,643,78,26,177
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,valid,market=KOSDAQ:0.300; industry_macro_category=it_services:0.300; industry_macro_category=manufacturing:0.300; fallback:0.300,676,176,0.2603550295857988,0.8457880964130785,0.9388977272727272,0.2744176367715108,0.878698224852071,0.8738181818181818,0.7238095238095238,0.8636363636363636,0.7875647668393781,442,58,24,152
targeted_kosdaq_it_mfg_conservative_recall_0.85,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.85,test,market=KOSDAQ:0.300; industry_macro_category=it_services:0.300; industry_macro_category=manufacturing:0.300; fallback:0.300,924,203,0.2196969696969697,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8874458874458875,0.8818690516045722,0.6941176470588235,0.8719211822660099,0.7729257641921397,643,78,26,177
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,market=KOSDAQ:0.380; fallback:0.300,676,176,0.2603550295857988,0.8457880964130785,0.9388977272727272,0.2744176367715108,0.8757396449704142,0.8534090909090909,0.7395833333333334,0.8068181818181818,0.7717391304347826,450,50,34,142
kosdaq_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,market=KOSDAQ:0.380; fallback:0.300,924,203,0.2196969696969697,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8928571428571429,0.872949447606294,0.7203389830508474,0.8374384236453202,0.7744874715261959,655,66,33,170
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,valid,market=KOSDAQ:0.380; industry_macro_category=it_services:0.320; industry_macro_category=manufacturing:0.380; fallback:0.300,676,176,0.2603550295857988,0.8457880964130785,0.9388977272727272,0.2744176367715108,0.8757396449704142,0.8534090909090909,0.7395833333333334,0.8068181818181818,0.7717391304347826,450,50,34,142
targeted_kosdaq_it_mfg_conservative_recall_0.80,targeted_segment,valid_conservative_max_precision_with_recall_ge_0.80,test,market=KOSDAQ:0.380; industry_macro_category=it_services:0.320; industry_macro_category=manufacturing:0.380; fallback:0.300,924,203,0.2196969696969697,0.832111964389642,0.9415289383245767,0.24695335109054414,0.8928571428571429,0.8711798746951074,0.7222222222222222,0.8325123152709359,0.7734553775743706,656,65,34,169
