variant,note,added_features,folds,eval_pr_auc_mean,eval_pr_auc_std,eval_pr_auc_min,eval_pr_auc_max,eval_roc_auc_mean,eval_roc_auc_std,eval_roc_auc_min,eval_roc_auc_max,eval_precision_mean,eval_precision_std,eval_precision_min,eval_precision_max,eval_recall_mean,eval_recall_std,eval_recall_min,eval_recall_max,eval_f1_mean,eval_f1_std,eval_f1_min,eval_f1_max,eval_false_positive_mean,eval_false_positive_std,eval_false_positive_min,eval_false_positive_max,eval_false_negative_mean,eval_false_negative_std,eval_false_negative_min,eval_false_negative_max,total_false_positive,total_false_negative,selection_stage
pair_rolling_pool__ocf_to_total_borrowings_diff__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: ocf_to_total_borrowings_diff, negative_equity_flag","ocf_to_total_borrowings_diff, negative_equity_flag",4,0.789383903577271,0.015445125704461122,0.7632870313175074,0.8026965471444012,0.9138552615377343,0.0045279274516381455,0.9064065855404438,0.9179394338380513,0.6029625280224443,0.052953314957685245,0.5565217391304348,0.691358024691358,0.8474299224506179,0.06904869714373786,0.7417218543046358,0.9142857142857143,0.7000641620924547,0.017748166355190324,0.6748768472906403,0.7178329571106095,91.0,23.769728648009426,50.0,108.0,24.0,10.41633332799983,12.0,39.0,364,96,pair_rolling_pool
pair_rolling_pool__ocf_to_total_borrowings_diff__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: ocf_to_total_borrowings_diff, is_negative_equity_entry","ocf_to_total_borrowings_diff, is_negative_equity_entry",4,0.789383903577271,0.015445125704461122,0.7632870313175074,0.8026965471444012,0.9138552615377343,0.0045279274516381455,0.9064065855404438,0.9179394338380513,0.6029625280224443,0.052953314957685245,0.5565217391304348,0.691358024691358,0.8474299224506179,0.06904869714373786,0.7417218543046358,0.9142857142857143,0.7000641620924547,0.017748166355190324,0.6748768472906403,0.7178329571106095,91.0,23.769728648009426,50.0,108.0,24.0,10.41633332799983,12.0,39.0,364,96,pair_rolling_pool
pair_rolling_pool__roe__is_3y_consecutive_operating_loss,"rolling 상위 단일 후보 2개 조합: roe, is_3y_consecutive_operating_loss","roe, is_3y_consecutive_operating_loss",4,0.7886288962033665,0.015585613164454936,0.767073986234709,0.8070881299656018,0.9140509004628374,0.003508193744234465,0.908303507516106,0.9173920454545454,0.6116256690078476,0.04469814402666231,0.5644444444444444,0.6829268292682927,0.8279358748315702,0.06619328794389123,0.7417218543046358,0.9071428571428571,0.7000369057007122,0.018626643410227985,0.6718346253229974,0.7213114754098361,84.75,19.044356119333624,52.0,98.0,27.25,10.353139620424328,13.0,39.0,339,109,pair_rolling_pool
single__usd_krw,단일 후보 변수: usd_krw,usd_krw,4,0.7968168738096961,0.018307714034121347,0.7658476299248131,0.8135231251154181,0.9153018145956394,0.005587012458381617,0.9059413027916964,0.9204492176053449,0.6118373943229128,0.041685774232997685,0.5545851528384279,0.6707317073170732,0.8286965862503942,0.07839374322868076,0.7284768211920529,0.9071428571428571,0.7000298425603303,0.0221356393713747,0.6772486772486772,0.7361111111111112,84.5,18.661457606521523,54.0,102.0,27.0,12.165525060596439,13.0,41.0,338,108,single
pair_rolling_pool__gross_margin__ebitda_margin,"rolling 상위 단일 후보 2개 조합: gross_margin, ebitda_margin","gross_margin, ebitda_margin",4,0.796549309008219,0.021884551437555452,0.7618455444337563,0.8210052335784513,0.9173962298594517,0.005951095256090358,0.9078919112383679,0.9236725663716814,0.6062729969972398,0.04312951749651858,0.5508474576271186,0.6686390532544378,0.838168343797483,0.06627242441963872,0.7483443708609272,0.9285714285714286,0.7000130877151862,0.014604695002690493,0.6819338422391857,0.7203791469194313,87.5,18.83480820183736,56.0,106.0,25.75,10.353139620424328,10.0,38.0,350,103,pair_rolling_pool
pair_rolling_pool__gross_margin__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: gross_margin, non_paid_in_equity_ratio","gross_margin, non_paid_in_equity_ratio",4,0.8006809746003144,0.018175352527001903,0.7733106266060551,0.8236983926012703,0.9169546420290393,0.004465749973426474,0.9105464089716058,0.9231597608861278,0.6000784929356359,0.046378259516457444,0.5387755102040817,0.6666666666666666,0.8518234318110146,0.0748726304866848,0.7549668874172185,0.9428571428571428,0.6999978504389817,0.020416439885574955,0.6768447837150128,0.7293577981651376,91.5,20.946360065653412,57.0,113.0,23.5,11.586630226256467,8.0,37.0,366,94,pair_rolling_pool
single__treasury_3y,단일 후보 변수: treasury_3y,treasury_3y,4,0.7957880140263933,0.016697280706969492,0.7676098119771164,0.8108145987228708,0.9157976994858119,0.004308583888188102,0.9085421140539249,0.919482212975444,0.6087741185024457,0.04927614637042002,0.5545851528384279,0.6848484848484848,0.8337581706373096,0.06976861376450852,0.7483443708609272,0.9071428571428571,0.6999916729940713,0.025427454073802102,0.6649484536082474,0.7314814814814815,86.5,20.11839953873071,52.0,102.0,26.25,10.917302780449024,13.0,38.0,346,105,single
pair_rolling_pool__rolling_3y_cv_operating_margin__is_3y_consecutive_operating_loss,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_operating_margin, is_3y_consecutive_operating_loss","rolling_3y_cv_operating_margin, is_3y_consecutive_operating_loss",4,0.787040477000571,0.016423071730062473,0.7611093102443288,0.8045782539383036,0.9135876190114018,0.004183233580950676,0.90798138869005,0.9195523370638577,0.6049793120451061,0.03380297548733839,0.5743801652892562,0.6606060606060606,0.8398115198818842,0.0726937374588219,0.7218543046357616,0.9142857142857143,0.6999916366880731,0.01385057789606601,0.683046683046683,0.7159353348729792,88.25,19.109879643786353,56.0,103.0,25.25,10.894379284750462,12.0,42.0,353,101,pair_rolling_pool
pair_rolling_pool__ebitda_margin__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: ebitda_margin, is_3y_consecutive_ocf_deficit","ebitda_margin, is_3y_consecutive_ocf_deficit",4,0.7938046739410509,0.01873949070117655,0.7651200280905726,0.8163391132371298,0.9153385899896516,0.00561125617334201,0.9065736101169172,0.9217092539412765,0.6080211279283871,0.05659906464482979,0.5521739130434783,0.7005988023952096,0.8345094750723889,0.06270213960846545,0.7696969696969697,0.9071428571428571,0.6998151600974378,0.029941636542964317,0.6580310880829016,0.7358490566037735,87.25,21.787324296480282,50.0,103.0,26.25,10.158124826955023,13.0,38.0,349,105,pair_rolling_pool
pair_rolling_pool__ap_days_diff__ar_days,"rolling 상위 단일 후보 2개 조합: ap_days_diff, ar_days","ap_days_diff, ar_days",4,0.7936037141764131,0.018926291464942274,0.7641691564186595,0.8162825066739795,0.9146503880036992,0.005744957781188316,0.9055297065139585,0.9213576158940397,0.6019802566997353,0.043966109164669955,0.5517241379310345,0.6685393258426966,0.842636750666552,0.05856835683472858,0.7818181818181819,0.9142857142857143,0.6996783211782442,0.02554271742802745,0.6632390745501285,0.7238979118329466,89.25,17.75352077758099,59.0,104.0,25.0,9.539392014169456,12.0,36.0,357,100,pair_rolling_pool
pair_rolling_pool__equity_growth__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: equity_growth, non_paid_in_equity_ratio","equity_growth, non_paid_in_equity_ratio",4,0.800592708739366,0.01808956120089635,0.7699711017913282,0.8157326958094439,0.9164707296134723,0.005071836483346998,0.9083989501312336,0.921972982476704,0.5977000183998528,0.05005868694831173,0.5428571428571428,0.672514619883041,0.8553594722054987,0.07316801359477862,0.7615894039735099,0.95,0.6995794528052592,0.023981014725733794,0.6650124069478908,0.728110599078341,93.0,21.79449471770337,56.0,112.0,23.0,11.335784048754634,7.0,36.0,372,92,pair_rolling_pool
pair_rolling_pool__treasury_3y_diff__is_3y_consecutive_operating_loss,"rolling 상위 단일 후보 2개 조합: treasury_3y_diff, is_3y_consecutive_operating_loss","treasury_3y_diff, is_3y_consecutive_operating_loss",4,0.791423172842972,0.018259794774189396,0.7609694120924795,0.8095417827541874,0.9148250618610534,0.0055184265816897475,0.9057026962538773,0.9205517787024555,0.6029128919942007,0.04632314591025642,0.5672268907563025,0.6807228915662651,0.8435795992087383,0.06634329715673458,0.7483443708609272,0.9214285714285714,0.6995587455937708,0.01752836826523566,0.6699751861042184,0.7129337539432177,90.0,21.552262062252307,53.0,106.0,24.75,10.18270592720815,11.0,38.0,360,99,pair_rolling_pool
pair_rolling_pool__market_spread__ocf_deficit_flag,"rolling 상위 단일 후보 2개 조합: market_spread, ocf_deficit_flag","market_spread, ocf_deficit_flag",4,0.7945001693422348,0.01947042530844721,0.7623481873482314,0.8133518642764159,0.9144477860759214,0.005516102709902627,0.9052851348126938,0.9198704799859345,0.606807957521581,0.056992639960249565,0.5517241379310345,0.7018633540372671,0.838668884923024,0.06749215430194162,0.7483443708609272,0.9142857142857143,0.6994807765492326,0.02071153844546472,0.6717557251908397,0.7243589743589743,88.75,23.8681272830526,48.0,107.0,25.5,10.452272480183437,12.0,38.0,355,102,pair_rolling_pool
pair_rolling_pool__market_spread__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: market_spread, negative_equity_flag","market_spread, negative_equity_flag",4,0.7945001693422348,0.01947042530844721,0.7623481873482314,0.8133518642764159,0.9144477860759214,0.005516102709902627,0.9052851348126938,0.9198704799859345,0.606807957521581,0.056992639960249565,0.5517241379310345,0.7018633540372671,0.838668884923024,0.06749215430194162,0.7483443708609272,0.9142857142857143,0.6994807765492326,0.02071153844546472,0.6717557251908397,0.7243589743589743,88.75,23.8681272830526,48.0,107.0,25.5,10.452272480183437,12.0,38.0,355,102,pair_rolling_pool
pair_rolling_pool__market_spread__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: market_spread, is_negative_equity_entry","market_spread, is_negative_equity_entry",4,0.7945001693422348,0.01947042530844721,0.7623481873482314,0.8133518642764159,0.9144477860759214,0.005516102709902627,0.9052851348126938,0.9198704799859345,0.606807957521581,0.056992639960249565,0.5517241379310345,0.7018633540372671,0.838668884923024,0.06749215430194162,0.7483443708609272,0.9142857142857143,0.6994807765492326,0.02071153844546472,0.6717557251908397,0.7243589743589743,88.75,23.8681272830526,48.0,107.0,25.5,10.452272480183437,12.0,38.0,355,102,pair_rolling_pool
single__base_rate,단일 후보 변수: base_rate,base_rate,4,0.7969065396579922,0.01595107418196842,0.7696458499112153,0.8097729547977759,0.915996607327252,0.004512011836456713,0.9084824624194704,0.9203320049229327,0.6020427990675614,0.046270696384727715,0.5423728813559322,0.6705202312138728,0.8437304693099394,0.05898664962027764,0.7682119205298014,0.9142857142857143,0.6994235243348719,0.019849093047355968,0.6785714285714286,0.7222222222222222,89.75,19.549616364522347,57.0,108.0,24.75,9.256754290786809,12.0,35.0,359,99,single
pair_rolling_pool__is_operating_income_turn_negative__roe,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, roe","is_operating_income_turn_negative, roe",4,0.7907322527839078,0.016897471474725867,0.7649235658497207,0.8122924563987499,0.913840661922167,0.005517780850835698,0.9051419708900024,0.9204345660200434,0.5999436090225565,0.04285042411207451,0.5526315789473685,0.6685714285714286,0.8461707304836443,0.05432288597174923,0.7748344370860927,0.9,0.699380878672023,0.01882079578087407,0.6767676767676768,0.7181818181818181,90.75,19.17517926904466,58.0,106.0,24.25,8.437268515343103,14.0,34.0,363,97,pair_rolling_pool
pair_rolling_pool__ocf_to_total_borrowings_diff__is_3y_consecutive_operating_loss,"rolling 상위 단일 후보 2개 조합: ocf_to_total_borrowings_diff, is_3y_consecutive_operating_loss","ocf_to_total_borrowings_diff, is_3y_consecutive_operating_loss",4,0.789697961824624,0.01553023431667978,0.7632870313175074,0.8026965471444012,0.9139262842650071,0.0045332915585112425,0.9064065855404438,0.9179394338380513,0.6058718378137765,0.05278311181220864,0.5565217391304348,0.691358024691358,0.8389071951778906,0.06349364414090794,0.7417218543046358,0.9142857142857143,0.6993442405718117,0.01705778397389992,0.6748768472906403,0.7156549520766773,88.75,22.442983313276336,50.0,104.0,25.5,9.7082439194738,12.0,39.0,355,102,pair_rolling_pool
single__capital_impairment_diff,단일 후보 변수: capital_impairment_diff,capital_impairment_diff,4,0.7979055169501883,0.01777118251395617,0.7680286231692466,0.8148332133277465,0.9162081463371002,0.0057313675382537396,0.9068241469816273,0.9218850729648947,0.6042144450984006,0.04380108821651697,0.5594713656387665,0.672514619883041,0.8384898834609099,0.06718091210222683,0.7615894039735099,0.9071428571428571,0.6993200166580913,0.025523726790396026,0.6615384615384615,0.7293577981651376,88.25,18.713297411199342,56.0,101.0,25.5,10.594810050208546,13.0,36.0,353,102,single
pair_rolling_pool__ocf_to_total_borrowings_diff__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: ocf_to_total_borrowings_diff, non_paid_in_equity_ratio","ocf_to_total_borrowings_diff, non_paid_in_equity_ratio",4,0.7955762127811981,0.021819519904529586,0.7614657148364832,0.816426137164032,0.9155623148752594,0.0055289376526691265,0.908005249343832,0.9215627380882611,0.6098496645034825,0.05964981773246621,0.5387755102040817,0.6993464052287581,0.8373931187465956,0.08898952725846929,0.7086092715231788,0.9428571428571428,0.6991810588668524,0.022669223701257016,0.6734177215189874,0.7336448598130841,87.75,25.093574874855914,46.0,113.0,25.75,13.534677683639163,8.0,44.0,351,103,pair_rolling_pool
pair_rolling_pool__ocf_to_total_borrowings_diff__ar_days,"rolling 상위 단일 후보 2개 조합: ocf_to_total_borrowings_diff, ar_days","ocf_to_total_borrowings_diff, ar_days",4,0.7979101278999569,0.020401292360457776,0.7656705743194573,0.8209321628801716,0.9164201906136691,0.00559255155108955,0.9079992841803866,0.9231744124714294,0.605487178204772,0.04204616122858382,0.5579399141630901,0.6589595375722543,0.835752003239586,0.06179487520856664,0.7549668874172185,0.9285714285714286,0.6990702106490423,0.01636258972986254,0.674937965260546,0.7205882352941176,87.25,17.80975856096876,59.0,103.0,26.25,9.934158243152764,10.0,37.0,349,105,pair_rolling_pool
pair_rolling_pool__treasury_3y_diff__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: treasury_3y_diff, is_3y_consecutive_ocf_deficit","treasury_3y_diff, is_3y_consecutive_ocf_deficit",4,0.7918924297554814,0.017655301660122653,0.7625020009562092,0.8095417827541874,0.9148169678799034,0.005557249864803217,0.9056191839656407,0.9205517787024555,0.6056443779414133,0.047718365364069634,0.5606694560669456,0.6807228915662651,0.8363826295117686,0.06386495443574973,0.7483443708609272,0.9214285714285714,0.6990696244641781,0.02123197702385737,0.6633663366336634,0.7169811320754716,88.0,20.481699148264042,53.0,105.0,26.0,9.974968671630002,11.0,38.0,352,104,pair_rolling_pool
pair_rolling_pool__capital_impairment_diff__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: capital_impairment_diff, non_paid_in_equity_ratio","capital_impairment_diff, non_paid_in_equity_ratio",4,0.7975894276523168,0.022501995783311555,0.7613660077747609,0.8230647067163629,0.9151107113396182,0.0077470552775414665,0.9033941780004773,0.9251377249018342,0.5979939145934503,0.037966866939877296,0.5619469026548672,0.6610169491525424,0.8477670508299648,0.0610060637556214,0.7748344370860927,0.9090909090909091,0.6987358139608951,0.018791658065081634,0.6700507614213198,0.7174887892376681,91.5,18.848076824970764,60.0,110.0,24.0,9.565563234854496,13.0,34.0,366,96,pair_rolling_pool
single__base_rate_diff,단일 후보 변수: base_rate_diff,base_rate_diff,4,0.7943794043325296,0.015230271656629133,0.7706404240449235,0.8127380984849828,0.9149689290052052,0.004237973115487291,0.9081484132665235,0.9197898962667761,0.5996981089086352,0.03935442293615415,0.5570175438596491,0.6607142857142857,0.8469241850864367,0.07090012642654675,0.7350993377483444,0.9090909090909091,0.6987240912372097,0.01726653108198882,0.6814814814814815,0.7272727272727273,91.0,19.6596032513375,57.0,104.0,24.0,10.606601717798213,13.0,40.0,364,96,single
pair_rolling_pool__ebitda_margin__is_3y_consecutive_operating_loss,"rolling 상위 단일 후보 2개 조합: ebitda_margin, is_3y_consecutive_operating_loss","ebitda_margin, is_3y_consecutive_operating_loss",4,0.7956334517610343,0.018794742544211863,0.7651200280905726,0.8163391132371298,0.9161894422623789,0.005729788505430297,0.9065736101169172,0.9217092539412765,0.6105468618208766,0.05661774318556942,0.5521739130434783,0.7005988023952096,0.8259867477996616,0.05714535154054732,0.7696969696969697,0.9071428571428571,0.698663086364719,0.02926641315034138,0.6580310880829016,0.7358490566037735,85.25,20.680606857633556,50.0,103.0,27.75,9.54921462739214,13.0,38.0,341,111,pair_rolling_pool
single__ocf_to_total_assets,단일 후보 변수: ocf_to_total_assets,ocf_to_total_assets,4,0.7916191607341634,0.017464623569693763,0.7616158324657659,0.8049663656957261,0.9143875045077297,0.005001498607892821,0.9063111429253161,0.9195701224872531,0.6091680356496093,0.04279872523866534,0.5681818181818182,0.6785714285714286,0.8262552499928327,0.05666791798188519,0.7549668874172185,0.8928571428571429,0.6985465210373877,0.019466409750704586,0.6683804627249358,0.7166276346604216,85.25,18.102140757380052,54.0,98.0,27.5,8.986100377805714,15.0,37.0,341,110,single
pair_rolling_pool__ar_days__market_spread,"rolling 상위 단일 후보 2개 조합: ar_days, market_spread","ar_days, market_spread",4,0.7963328907943336,0.021034575369748478,0.7627834998711785,0.8200464799892799,0.9168267224810007,0.006366334468031818,0.906024815079933,0.9225077653402098,0.592286178521364,0.029058190625488582,0.5635593220338984,0.6326530612244898,0.8544998530718729,0.04515198336084979,0.806060606060606,0.9214285714285714,0.6985198199437802,0.021070516939833545,0.6633416458852868,0.7149532710280374,93.25,12.376893794486563,72.0,103.0,23.25,7.75806032459145,11.0,32.0,373,93,pair_rolling_pool
pair_rolling_pool__ebitda_margin__capital_impairment_diff,"rolling 상위 단일 후보 2개 조합: ebitda_margin, capital_impairment_diff","ebitda_margin, capital_impairment_diff",4,0.7988144355638921,0.0187843818544633,0.76731939829249,0.8169739996856722,0.9168360051280526,0.0056364740664771994,0.9074803149606299,0.9224857879622574,0.5941569036023939,0.04075349801812378,0.5521739130434783,0.6611111111111111,0.8541086121384135,0.054677402706388455,0.7880794701986755,0.9090909090909091,0.6982930668928635,0.019017305697532037,0.6733668341708543,0.7190332326283988,93.75,19.48557158514987,61.0,112.0,23.0,8.573214099741124,13.0,32.0,375,92,pair_rolling_pool
pair_rolling_pool__ocf_to_total_borrowings_diff__market_spread,"rolling 상위 단일 후보 2개 조합: ocf_to_total_borrowings_diff, market_spread","ocf_to_total_borrowings_diff, market_spread",4,0.7928626011371067,0.016959326428398633,0.7650587629504065,0.8100128791721563,0.9147699459134633,0.0042974008116073706,0.9075876879026485,0.9185005567602416,0.6027821876138933,0.051155287102257425,0.5565217391304348,0.6867469879518072,0.8402298170923999,0.0674588833402803,0.7549668874172185,0.9142857142857143,0.6981421808425035,0.02391802509747785,0.6616161616161617,0.7198177676537585,89.75,21.867498713844707,52.0,105.0,25.25,10.520812706250407,12.0,37.0,359,101,pair_rolling_pool
pair_rolling_pool__is_3y_consecutive_operating_loss__ocf_deficit_flag,"rolling 상위 단일 후보 2개 조합: is_3y_consecutive_operating_loss, ocf_deficit_flag","is_3y_consecutive_operating_loss, ocf_deficit_flag",4,0.7934193239396119,0.01811234697544726,0.7621685200792093,0.8055551216532566,0.9147853174059208,0.005209237414250215,0.905810069195896,0.918610443650003,0.6012804191804579,0.04319211548742019,0.5517241379310345,0.6629213483146067,0.8394659700123276,0.06168709492483197,0.7757575757575758,0.9142857142857143,0.6981417299916055,0.02748376759926992,0.6580976863753213,0.7289719626168224,89.0,17.05872210923198,60.0,104.0,25.5,10.012492197250394,12.0,37.0,356,102,pair_rolling_pool
pair_rolling_pool__is_3y_consecutive_operating_loss__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: is_3y_consecutive_operating_loss, is_3y_consecutive_ocf_deficit","is_3y_consecutive_operating_loss, is_3y_consecutive_ocf_deficit",4,0.7934193239396119,0.01811234697544726,0.7621685200792093,0.8055551216532566,0.9147853174059208,0.005209237414250215,0.905810069195896,0.918610443650003,0.6012804191804579,0.04319211548742019,0.5517241379310345,0.6629213483146067,0.8394659700123276,0.06168709492483197,0.7757575757575758,0.9142857142857143,0.6981417299916055,0.02748376759926992,0.6580976863753213,0.7289719626168224,89.0,17.05872210923198,60.0,104.0,25.5,10.012492197250394,12.0,37.0,356,102,pair_rolling_pool
pair_rolling_pool__is_3y_consecutive_operating_loss__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: is_3y_consecutive_operating_loss, negative_equity_flag","is_3y_consecutive_operating_loss, negative_equity_flag",4,0.7934193239396119,0.01811234697544726,0.7621685200792093,0.8055551216532566,0.9147853174059208,0.005209237414250215,0.905810069195896,0.918610443650003,0.6012804191804579,0.04319211548742019,0.5517241379310345,0.6629213483146067,0.8394659700123276,0.06168709492483197,0.7757575757575758,0.9142857142857143,0.6981417299916055,0.02748376759926992,0.6580976863753213,0.7289719626168224,89.0,17.05872210923198,60.0,104.0,25.5,10.012492197250394,12.0,37.0,356,102,pair_rolling_pool
pair_rolling_pool__is_3y_consecutive_operating_loss__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: is_3y_consecutive_operating_loss, is_negative_equity_entry","is_3y_consecutive_operating_loss, is_negative_equity_entry",4,0.7934193239396119,0.01811234697544726,0.7621685200792093,0.8055551216532566,0.9147853174059208,0.005209237414250215,0.905810069195896,0.918610443650003,0.6012804191804579,0.04319211548742019,0.5517241379310345,0.6629213483146067,0.8394659700123276,0.06168709492483197,0.7757575757575758,0.9142857142857143,0.6981417299916055,0.02748376759926992,0.6580976863753213,0.7289719626168224,89.0,17.05872210923198,60.0,104.0,25.5,10.012492197250394,12.0,37.0,356,102,pair_rolling_pool
single__accounts_receivable_ratio,단일 후보 변수: accounts_receivable_ratio,accounts_receivable_ratio,4,0.797125310001711,0.014553425665826257,0.7747920123380384,0.8148605200845936,0.915501917428484,0.004795377954418598,0.908589835361489,0.9219510050987517,0.6091514698283673,0.046819785660015704,0.5625,0.6871165644171779,0.8276653120610075,0.06323882360895929,0.7417218543046358,0.9,0.6980908729550508,0.014543366578443661,0.6770025839793282,0.7133757961783439,86.0,20.724381776062707,51.0,104.0,27.25,9.832980219648569,14.0,39.0,344,109,single
single__is_ocf_turn_negative,단일 후보 변수: is_ocf_turn_negative,is_ocf_turn_negative,4,0.7965894810529177,0.020286469697224974,0.7637298706940023,0.8191458438523732,0.9161304127798624,0.005992258148255662,0.9066929133858268,0.9231011545449218,0.6071242431659017,0.04535193777215545,0.5589519650655022,0.6787878787878788,0.831236740632436,0.06748400151138705,0.7417218543046358,0.9142857142857143,0.6980826479325144,0.018596020774327236,0.670076726342711,0.719626168224299,86.75,19.60070151805797,53.0,101.0,26.75,10.520812706250407,12.0,39.0,347,107,single
pair_rolling_pool__rolling_3y_cv_operating_margin__gross_margin,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_operating_margin, gross_margin","rolling_3y_cv_operating_margin, gross_margin",4,0.7935415541338223,0.016910070121505503,0.7646053553048947,0.8064910890743391,0.9155735451660927,0.0033541036792943536,0.9098067287043665,0.9180052666227781,0.6037490196347701,0.0613118734684067,0.5238095238095238,0.69375,0.8443944231816748,0.07493344374109595,0.7350993377483444,0.9428571428571428,0.698073938578647,0.019398472542516643,0.673469387755102,0.72,90.75,25.878321042911576,49.0,120.0,24.75,11.4755174175285,8.0,40.0,363,99,pair_rolling_pool
single__operating_margin_diff,단일 후보 변수: operating_margin_diff,operating_margin_diff,4,0.7951336573219265,0.01587528016362881,0.7683439258446316,0.8098188041271616,0.9156200718110329,0.0047879145184704834,0.9075459317585302,0.919577448279904,0.6034875361490127,0.039740447645141716,0.5575221238938053,0.6647727272727273,0.8344283062412201,0.05399999133681482,0.7748344370860927,0.9,0.6980431827928467,0.019846886101761642,0.6701030927835051,0.717948717948718,87.75,16.813313177360374,59.0,100.0,26.25,8.728545125048045,14.0,35.0,351,105,single
single__contract_assets_ratio,단일 후보 변수: contract_assets_ratio,contract_assets_ratio,4,0.7938936882192184,0.023025584609084555,0.755969715789433,0.8181566327249857,0.9158140178778162,0.006053659202056127,0.9059532331185876,0.921972982476704,0.6036574781191214,0.03777894512935755,0.5589519650655022,0.6627906976744186,0.8357790595166423,0.0685047179652316,0.7549668874172185,0.9142857142857143,0.6979269442122713,0.017710531066902523,0.671875,0.7201834862385321,88.0,18.01388353465182,58.0,103.0,26.0,10.793516572461451,12.0,37.0,352,104,single
pair_rolling_pool__ap_days_diff__capital_impairment_diff,"rolling 상위 단일 후보 2개 조합: ap_days_diff, capital_impairment_diff","ap_days_diff, capital_impairment_diff",4,0.7929073754083518,0.012924060433298797,0.7707019260134826,0.8029593245765777,0.9143191683685986,0.004859301066149169,0.9060606060606061,0.9186022727272727,0.5909549361662702,0.029377861606078477,0.5546218487394958,0.6363636363636364,0.8587758199306212,0.061949906674162725,0.7880794701986755,0.9428571428571428,0.6978607406810626,0.011966072073739124,0.6784810126582278,0.7104072398190046,94.75,16.17675801883678,68.0,109.0,22.5,9.810708435174291,8.0,32.0,379,90,pair_rolling_pool
pair_rolling_pool__is_operating_income_turn_negative__market_spread,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, market_spread","is_operating_income_turn_negative, market_spread",4,0.7939794345426561,0.01822436052410882,0.7635052182780637,0.809871837012998,0.9148608557953113,0.004493381902674816,0.9074683846337389,0.9194382582195394,0.5972240050452341,0.03661231591232001,0.5512820512820513,0.6536312849162011,0.8470771157650298,0.06120774032632804,0.7748344370860927,0.9214285714285714,0.6978075209985841,0.014211428892414947,0.6786632390745502,0.7136363636363636,91.5,17.979154596365202,62.0,107.0,24.25,9.67923034130297,11.0,34.0,366,97,pair_rolling_pool
pair_rolling_pool__market_spread__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: market_spread, is_3y_consecutive_ocf_deficit","market_spread, is_3y_consecutive_ocf_deficit",4,0.7946718575156966,0.019187122297392206,0.7630349400420787,0.8133518642764159,0.9147758700654226,0.004973737835571791,0.9065974707706991,0.9198704799859345,0.6043124947266627,0.05836003033250455,0.5517241379310345,0.7018633540372671,0.838668884923024,0.06749215430194162,0.7483443708609272,0.9142857142857143,0.6977886966369131,0.023051751191831726,0.6649874055415617,0.7243589743589743,89.75,24.23195204683271,48.0,107.0,25.5,10.452272480183437,12.0,38.0,359,102,pair_rolling_pool
pair_rolling_pool__non_paid_in_equity_ratio__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: non_paid_in_equity_ratio, is_3y_consecutive_ocf_deficit","non_paid_in_equity_ratio, is_3y_consecutive_ocf_deficit",4,0.7946135482363388,0.02329987925588778,0.7565935089794583,0.8200354094250256,0.9140703725407973,0.00741469807162215,0.9026962538773563,0.9234820957627615,0.6073950000420588,0.06272480503518323,0.5336134453781513,0.7037037037037037,0.8324781937157765,0.06772795145488156,0.7549668874172185,0.9071428571428571,0.6976072919557463,0.031099743177056865,0.661498708010336,0.728538283062645,87.75,23.79469478686373,48.0,111.0,26.5,10.712142642814275,13.0,37.0,351,106,pair_rolling_pool
single__ppi,단일 후보 변수: ppi,ppi,4,0.7960728515243384,0.01583239902072595,0.7694367997914231,0.8104545900084845,0.9152324113214884,0.004544608788194427,0.9075161059413027,0.9189547559045889,0.6084647796307917,0.041475638454911416,0.5545851528384279,0.6706586826347305,0.8266101172558127,0.06350168986655742,0.7417218543046358,0.9071428571428571,0.6975837958764576,0.013031885935682835,0.6822916666666666,0.7152941176470589,85.5,18.309833423600555,55.0,102.0,27.5,9.962429422585638,13.0,39.0,342,110,single
