variant,note,added_features,folds,eval_pr_auc_mean,eval_pr_auc_std,eval_pr_auc_min,eval_pr_auc_max,eval_roc_auc_mean,eval_roc_auc_std,eval_roc_auc_min,eval_roc_auc_max,eval_precision_mean,eval_precision_std,eval_precision_min,eval_precision_max,eval_recall_mean,eval_recall_std,eval_recall_min,eval_recall_max,eval_f1_mean,eval_f1_std,eval_f1_min,eval_f1_max,eval_false_positive_mean,eval_false_positive_std,eval_false_positive_min,eval_false_positive_max,eval_false_negative_mean,eval_false_negative_std,eval_false_negative_min,eval_false_negative_max,total_false_positive,total_false_negative,selection_stage
pair_rolling_pool__roe__ebitda_margin,"rolling 상위 단일 후보 2개 조합: roe, ebitda_margin","roe, ebitda_margin",4,0.7912317574526178,0.019846609514066776,0.7595690989411747,0.8142928678820441,0.9147044632929991,0.005523978145065179,0.9060128847530422,0.9213722674793412,0.6025254567579115,0.05188669601575832,0.5423728813559322,0.6851851851851852,0.8323273236145753,0.07367561762201294,0.7350993377483444,0.9142857142857143,0.6943032059673391,0.018363871539614766,0.6718346253229974,0.715261958997722,89.25,22.92787604642,51.0,108.0,26.5,11.412712210513327,12.0,40.0,357,106,pair_rolling_pool
pair_rolling_pool__equity_growth__rolling_3y_cv_ocf_to_total_borrowings,"rolling 상위 단일 후보 2개 조합: equity_growth, rolling_3y_cv_ocf_to_total_borrowings","equity_growth, rolling_3y_cv_ocf_to_total_borrowings",4,0.7933276429108885,0.019187490723096414,0.7624527942955487,0.8151240683148474,0.9144898568214188,0.005677577910142655,0.9048198520639466,0.9193210455371271,0.5937907662452512,0.0371545583792172,0.5446808510638298,0.6453488372093024,0.8440697478569994,0.07553881858800911,0.7350993377483444,0.9147727272727273,0.693798717666394,0.021442656626211313,0.6750629722921915,0.7301587301587301,92.5,18.472953201911167,61.0,107.0,24.5,11.5,12.0,40.0,370,98,pair_rolling_pool
pair_rolling_pool__treasury_3y_diff__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: treasury_3y_diff, non_paid_in_equity_ratio","treasury_3y_diff, non_paid_in_equity_ratio",4,0.7902451300728356,0.01769605543064136,0.7631709890068963,0.8121310266215369,0.9124635281484632,0.00536913157284853,0.9045215938916725,0.9196287288284593,0.589617280763069,0.04718361677701521,0.5358649789029536,0.659217877094972,0.8495173769387345,0.05644848305723324,0.7814569536423841,0.9071428571428571,0.6933286930758179,0.027070423632619724,0.6600496277915633,0.724373576309795,95.0,19.761072845369505,61.0,110.0,23.75,8.870597499605086,13.0,33.0,380,95,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_operating_margin__ar_days,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_operating_margin, ar_days","rolling_3y_cv_operating_margin, ar_days",4,0.7956120050411318,0.013713371142000913,0.7745031594761679,0.8105074596472505,0.9160832239586679,0.0031907297813076434,0.9113338105464089,0.9197416063199474,0.6012182263836412,0.04827553585112256,0.5458333333333333,0.6728395061728395,0.8318163900117543,0.07836182756939163,0.7218543046357616,0.9357142857142857,0.6932442846719693,0.01796969947680448,0.6683417085427136,0.7186761229314421,89.25,21.52179128232592,53.0,109.0,26.75,12.07010770457331,9.0,42.0,357,107,pair_rolling_pool
pair_rolling_pool__ap_days_diff__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: ap_days_diff, non_paid_in_equity_ratio","ap_days_diff, non_paid_in_equity_ratio",4,0.7940674777185086,0.022439323598363217,0.7565556304165602,0.8147779022679041,0.9147818382773709,0.006581483198084107,0.9042591267000716,0.9220755435738147,0.5982092541248838,0.052577703602485856,0.5470085470085471,0.6851851851851852,0.8366833842206358,0.07520107839560995,0.7350993377483444,0.9142857142857143,0.6929137587855039,0.02053278054713162,0.6632911392405063,0.7146067415730337,91.5,23.71181140275875,51.0,110.0,25.75,11.583932838203095,12.0,40.0,366,103,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, is_3y_consecutive_ocf_deficit","rolling_3y_cv_ocf_to_total_borrowings, is_3y_consecutive_ocf_deficit",4,0.7929931322098764,0.018685031183972002,0.7649637924981241,0.8160631398669819,0.9136168562972278,0.005218327669926736,0.9053089954664757,0.9189254527339858,0.5943625313678167,0.0455413128989825,0.5427350427350427,0.6609195402298851,0.8388686713396979,0.05800465069271805,0.7615894039735099,0.9071428571428571,0.6927771427906181,0.022734110768925595,0.6633416458852868,0.7209302325581395,92.0,19.261360284258224,59.0,107.0,25.5,9.069178573608527,13.0,36.0,368,102,pair_rolling_pool
pair_rolling_pool__roe__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: roe, non_paid_in_equity_ratio","roe, non_paid_in_equity_ratio",4,0.7922832034522962,0.018304482064781805,0.7638795506363605,0.8136028844810093,0.9135747714505176,0.0057168566242217726,0.9048854688618468,0.9208594619937878,0.5922520661157025,0.046791464325520365,0.5371900826446281,0.6666666666666666,0.8463611995068949,0.07626773338676467,0.7417218543046358,0.9285714285714286,0.6923004453510115,0.013874569261498073,0.6768447837150128,0.7095343680709535,94.5,23.5,56.0,115.0,24.25,11.712706775122479,10.0,39.0,378,97,pair_rolling_pool
pair_rolling_pool__treasury_3y_diff__ocf_to_total_borrowings_diff,"rolling 상위 단일 후보 2개 조합: treasury_3y_diff, ocf_to_total_borrowings_diff","treasury_3y_diff, ocf_to_total_borrowings_diff",4,0.7916053355327888,0.020220569529771092,0.7611340320969834,0.8180250214429339,0.915013366066473,0.006325328077317278,0.9053209257933668,0.922778819668288,0.5940189691839003,0.04592754821400216,0.5517241379310345,0.6706586826347305,0.8401382557839512,0.06671301343126686,0.7417218543046358,0.9142857142857143,0.6921080244448545,0.014545111929630863,0.6699751861042184,0.7058823529411765,93.0,22.102036105300343,55.0,110.0,25.25,10.18270592720815,12.0,39.0,372,101,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__market_spread,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, market_spread","rolling_3y_cv_ocf_to_total_borrowings, market_spread",4,0.7882712977230134,0.01746470019925805,0.7598209011987086,0.8064565556624776,0.9120749452500017,0.004131063827007214,0.9050584586017657,0.9154969817734279,0.5855914515114833,0.035532241760431654,0.5427350427350427,0.6397849462365591,0.8513624000172014,0.04967959978765673,0.7880794701986755,0.9071428571428571,0.6918562174741134,0.016740680806225393,0.6716417910447762,0.7104072398190046,96.25,17.07886120325357,67.0,109.0,23.5,7.826237921249264,13.0,32.0,385,94,pair_rolling_pool
pair_rolling_pool__delta_accruals_ratio__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: delta_accruals_ratio, non_paid_in_equity_ratio","delta_accruals_ratio, non_paid_in_equity_ratio",4,0.7941228932383487,0.019468104192719417,0.7626544849988219,0.8126826268925987,0.91357804997791,0.005369032649739777,0.9051300405631115,0.9188961495633827,0.5951325631516994,0.04915816017892549,0.5394190871369294,0.6729559748427673,0.8381777507812276,0.08644807508484498,0.7086092715231788,0.9285714285714286,0.6905623584783719,0.017078503752014106,0.6716791979949874,0.7178329571106095,92.75,23.8681272830526,52.0,111.0,25.5,13.0862523283024,10.0,44.0,371,102,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__ap_days_diff,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, ap_days_diff","rolling_3y_cv_ocf_to_total_borrowings, ap_days_diff",4,0.7933401949999395,0.018248307151148543,0.7639375867974229,0.8132168218708177,0.9138035123408941,0.006259500577710323,0.9032510140777856,0.9194382582195393,0.5805277911152649,0.03387311312867801,0.5375,0.6324324324324324,0.8498233278862418,0.06592856911351198,0.7748344370860927,0.9214285714285714,0.6871110931301764,0.015358763266700265,0.6666666666666666,0.7064017660044151,98.25,18.91262805640718,68.0,117.0,23.75,10.40132203135736,11.0,34.0,393,95,pair_rolling_pool
